,Center,DemandZone,Subsection,CompositeRisk
664,DC9,Zone22,Sub2,0.856043
665,DC9,Zone22,Sub3,0.621026
666,DC9,Zone23,Sub1,0.174116
667,DC9,Zone23,Sub2,0.264036
668,DC9,Zone23,Sub3,0.112288
669,DC9,Zone24,Sub1,0.342261
670,DC9,Zone24,Sub2,0.871832
671,DC9,Zone24,Sub3,0.897728
672,DC9,Zone25,Sub1,0.861816
673,DC9,Zone25,Sub2,0.259023
674,DC9,Zone25,Sub3,0.513457
