,Center,DemandZone,Subsection,CompositeRisk
664,DC9,Zone22,Sub2,0.450771
665,DC9,Zone22,Sub3,0.669547
666,DC9,Zone23,Sub1,0.818999
667,DC9,Zone23,Sub2,0.817474
668,DC9,Zone23,Sub3,0.363352
669,DC9,Zone24,Sub1,0.193894
670,DC9,Zone24,Sub2,0.499783
671,DC9,Zone24,Sub3,0.880253
672,DC9,Zone25,Sub1,0.69445
673,DC9,Zone25,Sub2,0.835588
674,DC9,Zone25,Sub3,0.606442
