,Center,DemandZone,Subsection,CompositeRisk
664,DC9,Zone22,Sub2,0.739211
665,DC9,Zone22,Sub3,0.427372
666,DC9,Zone23,Sub1,0.480197
667,DC9,Zone23,Sub2,0.117479
668,DC9,Zone23,Sub3,0.63997
669,DC9,Zone24,Sub1,0.520609
670,DC9,Zone24,Sub2,0.334781
671,DC9,Zone24,Sub3,0.6554
672,DC9,Zone25,Sub1,0.676678
673,DC9,Zone25,Sub2,0.752569
674,DC9,Zone25,Sub3,0.633665
