,Center,DemandZone,Subsection,CompositeRisk
664,DC9,Zone22,Sub2,0.483514
665,DC9,Zone22,Sub3,0.835464
666,DC9,Zone23,Sub1,0.815053
667,DC9,Zone23,Sub2,0.275055
668,DC9,Zone23,Sub3,0.181187
669,DC9,Zone24,Sub1,0.272668
670,DC9,Zone24,Sub2,0.520813
671,DC9,Zone24,Sub3,0.323548
672,DC9,Zone25,Sub1,0.709032
673,DC9,Zone25,Sub2,0.258187
674,DC9,Zone25,Sub3,0.885328
