,Center,DemandZone,Subsection,CompositeRisk
664,DC9,Zone22,Sub2,0.783729
665,DC9,Zone22,Sub3,0.157915
666,DC9,Zone23,Sub1,0.877912
667,DC9,Zone23,Sub2,0.627808
668,DC9,Zone23,Sub3,0.257594
669,DC9,Zone24,Sub1,0.64004
670,DC9,Zone24,Sub2,0.88146
671,DC9,Zone24,Sub3,0.493592
672,DC9,Zone25,Sub1,0.420288
673,DC9,Zone25,Sub2,0.263841
674,DC9,Zone25,Sub3,0.104261
